nombre,direccion,codigo postal,pais,telefono,actividades
MUNDO FASHION S.A.C,Cl. Azangaro Nor.1045,15001 Lima,Peru,+51 1 2661353,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
GIANIPLAST SRL,Av.Jose Carlos Mariategui Nro 633 Urb. C.Pob. Sec. 20 Vitarte Alt. De Estadio Municipal De Vitarte,15001 Lima,Peru,+51 1 3515392,"Tejidos de fibras químicas/Tejidos, fibras sintéticas o artificiales/"
MACRO IMPRESSIONES E.I.R.L,Jr.Rio Urubamba Nor.553 Alt Cdra. 54 Av Las Palmeras,15001 Lima,Peru,+51 1 4857357,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
GRAFICA TECNICA S.R.L.,Cl. Los Talladores Nro 184,15001 Lima,Peru,+51 1 4363140,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
CORPORACION DE SERVICIOS FUNERARIOS ARANZABAL JJ & FA S.A.C,Jr.Manuel Segura Nor.104 Cdra.15 De Arenales,15001 Lima,Peru,+51 1 2656949,"Tules y velos: (Productor) Géneros para velos de fibras naturales(Productor) Géneros para velos de fibras químicasTules y velos, según uso: (Productor) Velos ya confeccionados"
COSTA EXPORT E.I.R.L,Cl. Jose Quinones Nor.285 Cdra. 13 Av Angamos Oeste,15001 Lima,Peru,+51 1 4225524,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
WARI IMPRESORES S.A.C,Jr.Huancavelica Nor.641 Frente A Las Galerias Polvos Morados,15001 Lima,Peru,+51 1 4333978,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
TEXTIL G & G S.A.C,Av. Isabel La Catolica Nor.1562 Esq.Isabel La Catolica Y Antonio Bazo,15001 Lima,Peru,+51 1 3254196,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
MACAL INVERSIONES S.A.C,Jr.Callao Nor.470,15001 Lima,Peru,+51 1 3582469,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
PROCESADORA DE ALGODON SA -PRODEA SA-,Av. Industrial Nor.185 Alt. Clinica San Juan De Dios,15001 Lima,Peru,+51 1 326008,"Tejidos de lino/Tejidos de lino, según uso/Tejidos de cáñamo y yute: (Productor) Tejidos de cáñamo(Productor) Tejidos de yuteTejidos de fibras vegetales no especificados en otra parte: (Productor) Tejidos de ramio"
CORPORACION AGUILAR SOCIEDAD ANONIMA CERRADA - CORPORACION AGUILAR S.A.C,Jr.Los Chasquis Nor.249,15001 Lima,Peru,+51 1 3761042,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
IMPRESER PERU S.A.C,Jr.Larrabure Y Unanue Nor.391 Frente Al Colegio Pamer,15001 Lima,Peru,+51 1 4243096,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
IMSERGRAF E.I.R.L,Jr.Rufino Torrico Nor.209,15001 Lima,Peru,+51 1 245450,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
INVERSIONES GENERALES CESAMARP E.I.R.L,Jr.Ica Nor.242,15001 Lima,Peru,+51 1 4267372,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
MARCOS YASMIN LEYDI INOXIDABLE MEDICA SOCIEDAD ANONIMA CERRADA - MYLINOX S.A.C,Av. El Bosque Nor.458 Alt. De Sedapal,15001 Lima,Peru,+51 1 3882141,Estampado de tejidos e hilos: (Productor) Servicios de estampado al cuadro de tejidos
THRISTAN EXPORT S.A.C,Av. Manco Capac Nor.115 Bldg. Jupiter -2Do Piso,15001 Lima,Peru,+51 1 4243572,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
NIKKOPLAST S A,Jr.Alexander Fleming Nro 434,15001 Lima,Peru,+51 1 3261358,"Tejidos de fibras químicas/Tejidos, fibras sintéticas o artificiales/"
FDR S.A.C,Cl. Los Eugonimos Nor.174,15001 Lima,Peru,+51 1 3650270,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
TEXTIL CALIDA SOCIEDAD ANONIMA CERRADA,Cl. Las Caobas Nro 170 Int. 207,15001 Lima,Peru,+51 1 2604507,Hilos y torcidos de fibras químicas/Hilos y torcidos de seda/Hilos y torcidos de lana y pelo/Hilos y torcidos de algodón/Hilos y torcidos de fibras de lino/Tejidos de fibras químicas/Tejidos de lino/
TECNOPORT PERU S.A.C.,Mza. B Lote. 1 Jardines De Canto Bello,15001 Lima,Peru,+51 992300998,"Tejidos de fibras químicas/Tejidos, fibras sintéticas o artificiales/"
MIGUEL ARMESTAR PINO E.I.R.L,Av. La Paz Nor.1926,15001 Lima,Peru,+51 1 5784701,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
EXODO IMPORT-EXPORT S.A.C,Jr.Francisco Bejarano Nor.115 Zona B/Cdra. 3 Av Pedro Miotta/Albergue M,15001 Lima,Peru,+51 1 2926165,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
LOA IMPORT E.I.R.L,Av. Grau Nor.564 Sotano,15001 Lima,Peru,+51 1 4232408,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
CANTARANA S.A.C.,Sec. 1 Mza. O Lote. 8 Gru. 22 A Esp.Fiscalia Av.Pastor Sevilla Ves,15001 Lima,Peru,+51 1 6518807,"Tejidos de fibras químicas/Tejidos, fibras sintéticas o artificiales/"
DISENART IMPRESIONES E.I.R.L,Pj.Sanchez Lagomarcino Nor.1721 Alt.Del Pte.Tingo Maria,15001 Lima,Peru,+51 1 4256845,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
EXPRESS TEXTILES CORPORATION S.A.C,Cl. San Francisco Nor.710 Espalda De Tiendas Pieers,15001 Lima,Peru,+51 1 4590270,"Tejidos de lino/Tejidos de lino, según uso/Tejidos de cáñamo y yute: (Productor) Tejidos de cáñamo(Productor) Tejidos de yuteTejidos de fibras vegetales no especificados en otra parte: (Productor) Tejidos de ramio"
INDUSTRIAS ASIRIS S.A.C,Jr.Rio Piura Nor.108 Alt Cdra. 19 Nicolas Arriola,15001 Lima,Peru,+51 1 3248247,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
MAHA PRINTS SOCIEDAD ANONIMA CERRADA - MAHA PRINTS S.A.C,Ica Nor.302,15001 Lima,Peru,+51 1 4283517,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
NESKA POLITA S.A.C,Av. Del Ejercito Nor.568 A Dos Cuad. Del Banco De Credito,15001 Lima,Peru,+51 1 4477652,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
IMPORTACIONES DIAZ ACOSTA E.I.R.L,Jr.Paruro Nor.1465 Esq. De Av. Grau Con Jr.Paruro,15001 Lima,Peru,+51 1 4261076,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
NEW LAND TEXTILES S.A.C,Prolong Luis Giribaldi Nor.738 Altura Del Banco De La Nacion,15001 Lima,Peru,+51 1 3248799,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
KNIT AND TRENDS S.A.C,Av. Del Ejercito Nor.749,15001 Lima,Peru,+51 1 2223986,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
CASIMIRES ITALIA S.A.C,Cl. Berlin Nor.410 Alt. Cdra.5 Av. Jose Pardo,15001 Lima,Peru,+51 1 4403911,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
ALB STAR IMPORT-EXPORT S.R.L.,Jr.Ayacucho Nro 942 Int. 1030,15001 Lima,Peru,+51 1 4288125,Cintas textiles y lazos/Cintas y lazos/
STARK TEXTIL S.A.C,Av. Aviacion Nor.464 Alt. Cdr. Jr.Gamarra Nro 781,15001 Lima,Peru,+51 1 3242426,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
LANYARD S.A.C.,Cl. Mollocmarca Nro 429 Urb. Maranga 4Ta Etapa Alt Cdra. 1 Av Faucett A Espalda,15001 Lima,Peru,+51 1 5616132,Cordaje y cuerdas: (Distribuidor) Cuerdas para almas de cables de aceroCables y cuerdas según uso: (Distribuidor) Cables metálicos para transmisiones(Distribuidor) Cables metálicos para remolcar(Distribuidor) Cables metálicos para transportadores aéreas teleféricos telesquíes y telesillas(Distribuidor) Cables de acero para hormigón armado pretensado(Distribuidor) Cables metálicos para eslingasCadenas metálicas: (Distribuidor) Cadenas de acero inoxidable
CCAHUANTICO EXPORT-IMPORT S.A.C,Av. Los Tucanes Nor.,15001 Lima,Peru,+51 1 3710832,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
INDUSTRIA TEXTIL EXPORT SOL S.A.C,Jr.Las Bellotitas Nor.1043 Alt Pdro 7 Av Las Flores,15001 Lima,Peru,+51 1 4890596,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
NEW WAY ENTERPRISE S.A.C,Av. El Derby Nor.055 Torre 1,15001 Lima,Peru,+51 1 7162784,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
POCHITA IMPORT E.I.R.L,Prolg. Gamarra Nor.746 Galeria Monica,15001 Lima,Peru,+51 1 3243427,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
SESUP PUBLICIDAD E IMPRESION S.A.C,Av. Bolivia Nor.148 Centro Comercial Centro Lima,15001 Lima,Peru,+51 1 4239699,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
CONFECCIONES ZAHID E.I.R.L,Jr.Antonio Bazo Nor.767 Centro Comercial El Rey De Gamarra,15001 Lima,Peru,+51 1 3752647,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
GRAFICA FARMACEUTICA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,Av. San Jose Nor.476 Alt Banco De La Nacion,15001 Lima,Peru,+51 1 4506251,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
BALMERGRAF S.A.C,Jr.Teodoro Cardenas Nor.585 Santa Beatriz,15001 Lima,Peru,+51 1 4723792,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
IMPRENTA PALACIOS S.A,Av. Del Aire Nor.1288 A Una Cdra.De La Espalda Del Ipd,15001 Lima,Peru,+51 1 2253573,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
TEX INTERNATIONAL S.A.C,"Av. Rene Descartes Nor.370 Alt Deposito Backus, Paral S. Industrial",15001 Lima,Peru,+51 1 3481259,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
CORPFRAT DEL PERU E.I.R.L,Cl. Alberto Montellanos Nor.281 Alt Comisaria De Apolo,15001 Lima,Peru,+51 1 3242418,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
MULTILATINA S.A.C.,"Av.Francisco Masias 544, Piso 4, Of. 401",15001 Lima,Peru,+51 1 2228294,Telas NES para uso industrial: (Productor) Tejidos industriales para lavandería y tintorería
EXPORT PRINT S.A.C,Jr.Sebastian Barranca Nor.1256,15001 Lima,Peru,+51 1 7245652,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
OLD PORT DISTRIBUTION S.C.R.L,Av. Paseo De La Republica Nor.6465 Alt. Salida Del Circuito De Playas,15001 Lima,Peru,+51 1 2222310,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
SERVICIOS FUNERALES SENOR CAUTIVO DE AYAVACA S.A.C,Jr.Zorritos Nor.381 Alt.Hosp. Loayza,15001 Lima,Peru,+51 1 3308990,"Tules y velos: (Productor) Géneros para velos de fibras naturales(Productor) Géneros para velos de fibras químicasTules y velos, según uso: (Productor) Velos ya confeccionados"
INDUSTRIA ARTE LINEAL GRAFICO S.A.C,Cl. Los Silicios Nor.5598,15001 Lima,Peru,+51 1 5281506,Estampado de tejidos e hilos: (Productor) Servicios de estampado al cuadro de tejidos
CORPORACION CALIZAYA S.R.L.,Av.Nicolas De Pierola Nro 1678 Int. 139 Grifo Pecsa,15001 Lima,Peru,+51 1 4261147,Cintas textiles y lazos/Cintas y lazos/
INDUSTRIA MENQUIPLAS S.A.C,Av. Gerardo Unger Nor. Alt 2Da Cdra. Av Trapiche,15001 Lima,Peru,+51 1 5517911,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
C.A.P.I.T.A.N. GROUP TEXTILE S.A.C,Jr.Hipolito Unanue Nor.1647 2Do Piso- Alt Prol Gamarra Con H Unanue,15001 Lima,Peru,+51 1 4733401,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
ANDY REPRESENTACIONES S.A.C,Cl. Artesanos Nor.150 Galerias Las Plazuelas De Surco,15001 Lima,Peru,+51 1 2465700,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
INVERSIONES TEXTILES J V S.C.R.L,Cl. A Nor. Alt Supermercado Candy,15001 Lima,Peru,+51 1 3862150,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
GRAFICAS CANEPA S.A.C.,"Cl. Marie Curie 410, Urb. Ind. Santa Rosa",15001 Lima,Peru,+51 1 6184444,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
EDITORIAL GRAFICA ANGELES SOCIEDAD ANONIMA CERRADA - EDITORIAL GRAFICA ANGELES S.A.C,Jr.Callao Nor.456 Cercado De Lima,15001 Lima,Peru,+51 1 7375404,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
MIA STORE COMPANY S.A.C,Av. Las Artes Norte Nor.323,15001 Lima,Peru,+51 1 2262407,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
MANUFACTURA NORMA'S S.A.C,Jr.America Nor.392 A 2 Paral. Parque Canepa,15001 Lima,Peru,+51 1 3236664,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
GRAFIRI E.I.R.L,Cl. Sao Paulo Nor.2587,15001 Lima,Peru,+51 1 5690043,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
NEGOCIOS GILTER S R L,Jr.Mcal Andres De Sta. Cruz Nro 325 Urb. El Pino Por La Av Circunvalacion,15001 Lima,Peru,+51 1 3266009,"Hilos, costura y bordados: (Productor) Hilos de coser para crochés y bordados"
DESARROLLOS PLASTICOS PUBLIC. SRLTDA,Cl. Los Plateros Nro 188 Urb. El Artesano,15001 Lima,Peru,+51 1 4353843,"Tejidos de fibras químicas/Tejidos, fibras sintéticas o artificiales/"
J & D IMPRESIONES SOCIEDAD ANONIMA CERRADA,Jr.Ica Nro 587 Int. 4 Lima,15001 Lima,Peru,+51 998278914,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
COMERCIAL ARDAM E.I.R.L,Jr.Montevideo Nor.872,15001 Lima,Peru,+51 1 4274295,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
COTTONET K & L S.A.C,"Av. San Juan Nor.1144 Frent.San Fernando, 4-5 Av. Los Heroes",15001 Lima,Peru,+51 1 2764406,Estampado de tejidos e hilos: (Productor) Servicios de estampado de tejidos de fibras químicasTejidos revestidos y encerados: (Productor) Servicios de gofrado y calandrado de tejidos
DEALER TEXTIL S.R.L,Jr.Antonio Bazo Nor.572 Galeria Julio S,15001 Lima,Peru,+51 1 3245951,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
MANUFACTURA NORMA'S S.A.C,Jr.America Nor.392 A 2 Paral. Parque Canepa,15001 Lima,Peru,+51 1 3236664,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
DUGRAPH IMPRESOS E.I.R.L,Cl. General Varela Nor.1821,15001 Lima,Peru,+51 1 3305347,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
NEGOCIOS GILTER S R L,Jr.Mcal Andres De Sta. Cruz Nro 325 Urb. El Pino Por La Av Circunvalacion,15001 Lima,Peru,+51 1 3266009,"Hilos, costura y bordados: (Productor) Hilos de coser para crochés y bordados"
CORPORACION BELEN GRAF EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA.,Pj.28 De Julio Nor.71 Carretera Central Alt. Volvo,15001 Lima,Peru,+51 1 5785671,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
J & D IMPRESIONES SOCIEDAD ANONIMA CERRADA,Jr.Ica Nro 587 Int. 4 Lima,15001 Lima,Peru,+51 998278914,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
IMAGEN EDICIONES E.I.R.L,Av. Ignacio Merino Nor.1652 A La Esp. De Cdra. 16 De Av Petit Thouars,15001 Lima,Peru,+51 1 4710704,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
COTTONET K & L S.A.C,"Av. San Juan Nor.1144 Frent.San Fernando, 4-5 Av. Los Heroes",15001 Lima,Peru,+51 1 2764406,Estampado de tejidos e hilos: (Productor) Servicios de estampado de tejidos de fibras químicasTejidos revestidos y encerados: (Productor) Servicios de gofrado y calandrado de tejidos
D` LOPE S.R.L,Cl. 15 Nor.N Ovalo De Infantas,15001 Lima,Peru,+51 1 5286813,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
JERETEX E.I.R.L,"Av. La Capilla Nor.1160 Act Guardia Republicana,Por Fuerte Hoyos",15001 Lima,Peru,+51 1 4818721,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
COMERCIAL EMALI S.R.L,Jr.Grande Nor. Paradero 06 De Av Wiese(Mcal Caceres),15001 Lima,Peru,+51 1 2758738,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
CONSORCIO WORLD BUSINESS S.C.R.L,Av. Bolivia Nor.739 Alt De Cdra. 7 De Av Venezuela,15001 Lima,Peru,+51 1 5837404,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
PUBLIGRAF CUMI E.I.R.L,Cl. Rivadavia Nor.Mz-G Alt. Del Mercado Ceres- Ate Vitarte,15001 Lima,Peru,+51 1 3511858,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
CALZADONNA S.A.C,Av. Los Incas Nor.250 Altura Parque El Olivar,15001 Lima,Peru,+51 1 2221899,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
